IdentifiantImmeuble;CodeVoieRivoliImmeuble;CodeInseeImmeuble;CodePostalImmeuble;CommuneImmeuble;CodeAdresseImmeuble;TypeVoieImmeuble;NomVoieImmeuble;NumeroVoieImmeuble;ComplementNumeroVoieImmeuble;BatimentImmeuble;NombreLogementsAdresseIPE;EtatImmeuble;DateSignatureConvention;GestionnaireImmeuble;CodePostalGestionnaire;CommuneGestionnaire;TypeVoieGestionnaire;NomVoieGestionnaire;NumeroVoieGestionnaire;ComplementNumeroVoieGestionnaire;CodeAdresseGestionnaire;SiretGestionnaire;DateCablageAdresse;DateDerniereModification;ReferencePM;TypeIngenierie;FibreDedieeLibre;TypeImmeuble;TypeProjectionGeographique;CoordonneeImmeubleX;CoordonneeImmeubleY;AccordGestionnaireImmeubleNecessaire;TypeZone;DateMiseEnServiceCommercialeImmeuble;ImmeubleNeuf;DatePrevLivraisonImmeubleNeuf;CodeHexacleVoie;DateDebutAcceptationCmdAcces;DateDebutFournitureCRCmdAcces;ReferencePBO;DateMADPBO;NombrelogementsPBO;TypePBO;TypeRaccoPBPTO;ConditionsSyndic
IMB/01004/X/0053;0040;01004;01500;Ambérieu-en-Bugey;0100422A4I;Rue;Alexandre Bérard;111;B;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000E;MonofibreZMD;;PAVILLON;RGF93;882366.63;6543346.78;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/0054;0040;01004;01500;Ambérieu-en-Bugey;01004223HI;Rue;Alexandre Bérard;111;;;2;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000E;MonofibreZMD;;PAVILLON;RGF93;882364.66;6543350.79;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/0055;0040;01004;01500;Ambérieu-en-Bugey;01004223HM;Rue;Alexandre Bérard;112;B;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000J;MonofibreZMD;;PAVILLON;RGF93;882340.88;6543490.88;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/0056;0040;01004;01500;Ambérieu-en-Bugey;01004223HL;Rue;Alexandre Bérard;112;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000J;MonofibreZMD;;PAVILLON;RGF93;882335.88;6543489.92;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/0057;0040;01004;01500;Ambérieu-en-Bugey;01004227Z9;Rue;Alexandre Bérard;113;B;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000E;MonofibreZMD;;PAVILLON;RGF93;882362.74;6543359.80;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/0058;0040;01004;01500;Ambérieu-en-Bugey;01004223HN;Rue;Alexandre Bérard;113;;;2;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000E;MonofibreZMD;;PAVILLON;RGF93;882359.79;6543364.82;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/0059;0040;01004;01500;Ambérieu-en-Bugey;01004223HP;Rue;Alexandre Bérard;114;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000J;MonofibreZMD;;PAVILLON;RGF93;882333.93;6543495.93;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/005A;0040;01004;01500;Ambérieu-en-Bugey;01004223HR;Rue;Alexandre Bérard;115;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000E;MonofibreZMD;;PAVILLON;RGF93;882358.83;6543369.83;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/005B;0040;01004;01500;Ambérieu-en-Bugey;01004223HS;Rue;Alexandre Bérard;116;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000J;MonofibreZMD;;PAVILLON;RGF93;882331.04;6543507.95;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/005C;0040;01004;01500;Ambérieu-en-Bugey;0100422AUN;Rue;Alexandre Bérard;117;B;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000E;MonofibreZMD;;PAVILLON;RGF93;882352.96;6543384.86;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/005D;0040;01004;01500;Ambérieu-en-Bugey;01004223HT;Rue;Alexandre Bérard;117;;;2;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000E;MonofibreZMD;;PAVILLON;RGF93;882353.94;6543381.86;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/005E;0040;01004;01500;Ambérieu-en-Bugey;01004223HU;Rue;Alexandre Bérard;118;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000J;MonofibreZMD;;PAVILLON;RGF93;882331.14;6543519.94;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/005F;0040;01004;01500;Ambérieu-en-Bugey;01004223HX;Rue;Alexandre Bérard;120;B;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000J;MonofibreZMD;;PAVILLON;RGF93;882325.27;6543533.97;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/005G;0040;01004;01500;Ambérieu-en-Bugey;01004223HV;Rue;Alexandre Bérard;120;;;4;CIBLE;;;;;;;;;;;;201612240000;FI-01004-000J;MonofibreZMD;;IMMEUBLE;RGF93;882328.19;6543524.96;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/005H;0040;01004;01500;Ambérieu-en-Bugey;0100422A4L;Rue;Alexandre Bérard;121;B;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000E;MonofibreZMD;;PAVILLON;RGF93;882350.11;6543401.87;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/005I;0040;01004;01500;Ambérieu-en-Bugey;01004223HY;Rue;Alexandre Bérard;121;;;3;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000E;MonofibreZMD;;IMMEUBLE;RGF93;882345.14;6543404.91;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/005J;0040;01004;01500;Ambérieu-en-Bugey;01004223HZ;Rue;Alexandre Bérard;122;;;6;CIBLE;;;;;;;;;;;;201612240000;FI-01004-000J;MonofibreZMD;;IMMEUBLE;RGF93;882315.63;6543575.02;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/005K;0040;01004;01500;Ambérieu-en-Bugey;01004223I2;Rue;Alexandre Bérard;123;;;3;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000E;MonofibreZMD;;IMMEUBLE;RGF93;882339.24;6543415.96;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/005L;0040;01004;01500;Ambérieu-en-Bugey;0100422AZM;Rue;Alexandre Bérard;124;B;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000J;MonofibreZMD;;PAVILLON;RGF93;882304.78;6543591.10;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/005M;0040;01004;01500;Ambérieu-en-Bugey;01004223I3;Rue;Alexandre Bérard;124;;;6;CIBLE;;;;;;;;;;;;201612240000;FI-01004-000J;MonofibreZMD;;IMMEUBLE;RGF93;882314.68;6543581.03;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/005N;0040;01004;01500;Ambérieu-en-Bugey;01004223I4;Rue;Alexandre Bérard;125;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000E;MonofibreZMD;;PAVILLON;RGF93;882337.37;6543429.96;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/005O;0040;01004;01500;Ambérieu-en-Bugey;01004227ZA;Rue;Alexandre Bérard;126;B;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000J;MonofibreZMD;;PAVILLON;RGF93;882303.83;6543597.10;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/005P;0040;01004;01500;Ambérieu-en-Bugey;01004223I6;Rue;Alexandre Bérard;127;;;3;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000E;MonofibreZMD;;IMMEUBLE;RGF93;882331.44;6543438.00;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/005Q;0040;01004;01500;Ambérieu-en-Bugey;01004223I7;Rue;Alexandre Bérard;128;;;2;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000J;MonofibreZMD;;PAVILLON;RGF93;882298.93;6543608.14;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/005R;0040;01004;01500;Ambérieu-en-Bugey;01004223I9;Rue;Alexandre Bérard;129;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000J;MonofibreZMD;;PAVILLON;RGF93;882329.51;6543446.01;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/005S;0040;01004;01500;Ambérieu-en-Bugey;01004223IA;Rue;Alexandre Bérard;130;;;2;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000J;MonofibreZMD;;PAVILLON;RGF93;882296.99;6543615.15;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/005T;0040;01004;01500;Ambérieu-en-Bugey;01004223IB;Rue;Alexandre Bérard;131;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000J;MonofibreZMD;;PAVILLON;RGF93;882328.54;6543449.02;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/005U;0040;01004;01500;Ambérieu-en-Bugey;01004223IC;Rue;Alexandre Bérard;133;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000J;MonofibreZMD;;PAVILLON;RGF93;882325.61;6543457.04;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/005V;0040;01004;01500;Ambérieu-en-Bugey;01004223IE;Rue;Alexandre Bérard;137;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000J;MonofibreZMD;;PAVILLON;RGF93;882323.69;6543467.05;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/005W;0040;01004;01500;Ambérieu-en-Bugey;0100422A4N;Rue;Alexandre Bérard;139;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000J;MonofibreZMD;;PAVILLON;RGF93;882313.84;6543483.12;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/005X;0040;01004;01500;Ambérieu-en-Bugey;01004223IG;Rue;Alexandre Bérard;140;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000J;MonofibreZMD;;PAVILLON;RGF93;882293.73;6543701.10;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/005Y;0040;01004;01500;Ambérieu-en-Bugey;01004223IH;Rue;Alexandre Bérard;141;;;11;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000J;MonofibreZMD;;IMMEUBLE;RGF93;882300.01;6543501.22;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/005Z;0040;01004;01500;Ambérieu-en-Bugey;01004223II;Rue;Alexandre Bérard;142;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000J;MonofibreZMD;;PAVILLON;RGF93;882289.77;6543706.13;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/0060;0040;01004;01500;Ambérieu-en-Bugey;01004223IL;Rue;Alexandre Bérard;144;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000R;MonofibreZMD;;PAVILLON;RGF93;882266.95;6543724.31;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/0061;0040;01004;01500;Ambérieu-en-Bugey;0100422AZN;Rue;Alexandre Bérard;145;B;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000J;MonofibreZMD;;PAVILLON;RGF93;882295.19;6543522.24;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/0062;0040;01004;01500;Ambérieu-en-Bugey;01004223IM;Rue;Alexandre Bérard;145;;;6;CIBLE;;;;;;;;;;;;201612240000;FI-01004-000J;MonofibreZMD;;IMMEUBLE;RGF93;882299.27;6543532.20;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/0063;0040;01004;01500;Ambérieu-en-Bugey;01004223IN;Rue;Alexandre Bérard;146;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000R;MonofibreZMD;;PAVILLON;RGF93;882259.14;6543745.36;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/0064;0040;01004;01500;Ambérieu-en-Bugey;01004223IP;Rue;Alexandre Bérard;148;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000R;MonofibreZMD;;PAVILLON;RGF93;882252.25;6543757.41;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/0065;0040;01004;01500;Ambérieu-en-Bugey;;Rue;Alexandre Bérard;149;;;6;CIBLE;;;;;;;;;;;;201612240000;FI-01004-000J;MonofibreZMD;;IMMEUBLE;RGF93;882266.54;6543559.46;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/0066;0040;01004;01500;Ambérieu-en-Bugey;01004223IT;Rue;Alexandre Bérard;151;;;4;CIBLE;;;;;;;;;;;;201612240000;FI-01004-000J;MonofibreZMD;;IMMEUBLE;RGF93;882283.57;6543565.31;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/0067;0040;01004;01500;Ambérieu-en-Bugey;01004223IU;Rue;Alexandre Bérard;152;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000J;MonofibreZMD;;PAVILLON;RGF93;882254.47;6543783.37;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/0068;0040;01004;01500;Ambérieu-en-Bugey;01004223IV;Rue;Alexandre Bérard;153;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000J;MonofibreZMD;;PAVILLON;RGF93;882279.77;6543588.32;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/0069;0040;01004;01500;Ambérieu-en-Bugey;01004223IX;Rue;Alexandre Bérard;154;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000J;MonofibreZMD;;PAVILLON;RGF93;882250.52;6543789.40;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/006A;0040;01004;01500;Ambérieu-en-Bugey;;Rue;Alexandre Bérard;155;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000J;MonofibreZMD;;PAVILLON;RGF93;882277.83;6543594.33;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/006B;0040;01004;01500;Ambérieu-en-Bugey;01004223IY;Rue;Alexandre Bérard;156;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000R;MonofibreZMD;;PAVILLON;RGF93;882234.80;6543820.51;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/006C;0040;01004;01500;Ambérieu-en-Bugey;01004223L2;Rue;Alexandre Bérard;160;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000R;MonofibreZMD;;PAVILLON;RGF93;882229.01;6543843.54;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/006D;0040;01004;01500;Ambérieu-en-Bugey;01004223L4;Rue;Alexandre Bérard;161;B;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000J;MonofibreZMD;;PAVILLON;RGF93;882263.20;6543636.42;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/006E;0040;01004;01500;Ambérieu-en-Bugey;01004223L3;Rue;Alexandre Bérard;161;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000J;MonofibreZMD;;PAVILLON;RGF93;882266.14;6543629.40;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/006F;0040;01004;01500;Ambérieu-en-Bugey;01004223L6;Rue;Alexandre Bérard;162;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000R;MonofibreZMD;;PAVILLON;RGF93;882224.21;6543866.56;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/006G;0040;01004;01500;Ambérieu-en-Bugey;01004223L9;Rue;Alexandre Bérard;163;B;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000J;MonofibreZMD;;PAVILLON;RGF93;882263.24;6543641.41;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/006H;0040;01004;01500;Ambérieu-en-Bugey;01004223L7;Rue;Alexandre Bérard;163;;;2;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000J;MonofibreZMD;;PAVILLON;RGF93;882256.24;6543640.48;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/006I;0040;01004;01500;Ambérieu-en-Bugey;01004223LA;Rue;Alexandre Bérard;164;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000R;MonofibreZMD;;PAVILLON;RGF93;882208.32;6543877.68;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/006J;0040;01004;01500;Ambérieu-en-Bugey;01004223LB;Rue;Alexandre Bérard;165;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000J;MonofibreZMD;;PAVILLON;RGF93;882235.29;6543644.65;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/006K;0040;01004;01500;Ambérieu-en-Bugey;0100422C4N;Rue;Alexandre Bérard;166;B;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000R;MonofibreZMD;;PAVILLON;RGF93;882200.41;6543887.74;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/006L;0040;01004;01500;Ambérieu-en-Bugey;01004223LC;Rue;Alexandre Bérard;166;;;2;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000R;MonofibreZMD;;PAVILLON;RGF93;882212.45;6543893.63;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/006M;0040;01004;01500;Ambérieu-en-Bugey;01004223LE;Rue;Alexandre Bérard;167;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000J;MonofibreZMD;;PAVILLON;RGF93;882226.48;6543665.71;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/006N;0040;01004;01500;Ambérieu-en-Bugey;0100422A4P;Rue;Alexandre Bérard;170;B;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000R;MonofibreZMD;;PAVILLON;RGF93;882192.72;6543923.78;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/006O;0040;01004;01500;Ambérieu-en-Bugey;01004223LG;Rue;Alexandre Bérard;170;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000J;MonofibreZMD;;PAVILLON;RGF93;882229.67;6543921.46;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/006P;0040;01004;01500;Ambérieu-en-Bugey;01004223LI;Rue;Alexandre Bérard;171;B;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000J;MonofibreZMD;;PAVILLON;RGF93;882218.91;6543714.73;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/006Q;0040;01004;01500;Ambérieu-en-Bugey;0100422AZY;Rue;Alexandre Bérard;171;T;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000J;MonofibreZMD;;PAVILLON;RGF93;882180.78;6543696.08;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/006R;0040;01004;01500;Ambérieu-en-Bugey;01004223LH;Rue;Alexandre Bérard;171;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000J;MonofibreZMD;;PAVILLON;RGF93;882219.75;6543696.74;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/006S;0040;01004;01500;Ambérieu-en-Bugey;01004223LL;Rue;Alexandre Bérard;172;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000R;MonofibreZMD;;PAVILLON;RGF93;882191.85;6543937.77;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/006T;0040;01004;01500;Ambérieu-en-Bugey;01004223LM;Rue;Alexandre Bérard;173;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000R;MonofibreZMD;;PAVILLON;RGF93;882228.02;6543728.64;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/006U;0040;01004;01500;Ambérieu-en-Bugey;0100422BH9;Rue;Alexandre Bérard;174;B;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000R;MonofibreZMD;;PAVILLON;RGF93;882182.04;6543959.84;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/006V;0040;01004;01500;Ambérieu-en-Bugey;01004223LN;Rue;Alexandre Bérard;174;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000R;MonofibreZMD;;PAVILLON;RGF93;882191.98;6543953.76;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/006W;0040;01004;01500;Ambérieu-en-Bugey;01004227ZB;Rue;Alexandre Bérard;175;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000R;MonofibreZMD;;PAVILLON;RGF93;882228.06;6543733.64;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/006X;0040;01004;01500;Ambérieu-en-Bugey;01004223LP;Rue;Alexandre Bérard;176;;;2;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000R;MonofibreZMD;;PAVILLON;RGF93;882177.16;6543972.87;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/006Y;0040;01004;01500;Ambérieu-en-Bugey;01004223LR;Rue;Alexandre Bérard;177;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000R;MonofibreZMD;;PAVILLON;RGF93;882225.11;6543738.66;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/006Z;0040;01004;01500;Ambérieu-en-Bugey;01004223LS;Rue;Alexandre Bérard;178;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000R;MonofibreZMD;;PAVILLON;RGF93;882187.36;6543996.76;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/0070;0040;01004;01500;Ambérieu-en-Bugey;01004223LT;Rue;Alexandre Bérard;179;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000R;MonofibreZMD;;PAVILLON;RGF93;882219.19;6543747.70;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/0071;0040;01004;01500;Ambérieu-en-Bugey;;Rue;Alexandre Bérard;182;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000R;MonofibreZMD;;PAVILLON;RGF93;882146.68;6544031.08;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/0072;0040;01004;01500;Ambérieu-en-Bugey;01004223LU;Rue;Alexandre Bérard;185;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000R;MonofibreZMD;;PAVILLON;RGF93;882202.52;6543783.81;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/0073;0040;01004;01500;Ambérieu-en-Bugey;01004223LV;Rue;Alexandre Bérard;186;;;1;DEPLOYE;;;;;;;;;;;20171031;201711010000;FI-01004-000R;MonofibreZMD;;PAVILLON;RGF93;882115.96;6544177.22;N;3;20171130;;;010042223U;20171115;20171115;PT 000502;;;PBO en chambre;souterrain;
IMB/01004/X/0074;0040;01004;01500;Ambérieu-en-Bugey;01004223LY;Rue;Alexandre Bérard;187;B;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000R;MonofibreZMD;;PAVILLON;RGF93;882153.70;6543800.22;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/0075;0040;01004;01500;Ambérieu-en-Bugey;01004223LX;Rue;Alexandre Bérard;187;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000R;MonofibreZMD;;PAVILLON;RGF93;882196.65;6543798.85;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/0076;0040;01004;01500;Ambérieu-en-Bugey;;Rue;Alexandre Bérard;189;B;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000R;MonofibreZMD;;PAVILLON;RGF93;882167.78;6543811.09;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/0077;0040;01004;01500;Ambérieu-en-Bugey;01004223LZ;Rue;Alexandre Bérard;189;;;3;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000R;MonofibreZMD;;IMMEUBLE;RGF93;882185.84;6543819.93;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/0078;0040;01004;01500;Ambérieu-en-Bugey;01004227ZE;Rue;Alexandre Bérard;190;;;1;DEPLOYE;;;;;;;;;;;20171031;201711010000;FI-01004-000R;MonofibreZMD;;PAVILLON;RGF93;882078.74;6544264.46;N;3;20171130;;;010042223U;20171115;20171115;PT 000501;;;PBO en chambre;aérosouterrain;
IMB/01004/X/0079;0040;01004;01500;Ambérieu-en-Bugey;0100422BHM;Rue;Alexandre Bérard;191;B;;18;SIGNE;20171123;SCI CAMBACERES;01500;Ambérieu-en-Bugey;Rue;de Grand Champ;21;;;;;201509120000;FI-01004-000R;MonofibreZMD;;IMMEUBLE;RGF93;882175.24;6543864.98;O;3;;;;010042223U;;;;;;;;
IMB/01004/X/007A;0040;01004;01500;Ambérieu-en-Bugey;01004223M2;Rue;Alexandre Bérard;191;;;2;CIBLE;;;;;;;;;;;;201612260000;FI-01004-000R;MonofibreZMD;;IMMEUBLE;RGF93;882161.04;6543841.12;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/007B;0040;01004;01500;Ambérieu-en-Bugey;01004223M3;Rue;Alexandre Bérard;192;;;1;DEPLOYE;;;;;;;;;;;20171031;201711010000;FI-01004-000R;MonofibreZMD;;PAVILLON;RGF93;882067.99;6544292.53;N;3;20171130;;;010042223U;20171115;20171115;PT 000501;;;PBO en chambre;aérosouterrain;
IMB/01004/X/007C;0040;01004;01500;Ambérieu-en-Bugey;01004223M6;Rue;Alexandre Bérard;193;B;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000R;MonofibreZMD;;PAVILLON;RGF93;882149.60;6543905.16;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/007D;0040;01004;01500;Ambérieu-en-Bugey;01004223M4;Rue;Alexandre Bérard;193;;;2;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000R;MonofibreZMD;;PAVILLON;RGF93;882142.38;6543878.25;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/007E;0040;01004;01500;Ambérieu-en-Bugey;01004223M7;Rue;Alexandre Bérard;194;;;1;DEPLOYE;;;;;;;;;;;20171031;201711010000;FI-01004-000R;MonofibreZMD;;PAVILLON;RGF93;882056.18;6544312.62;N;3;20171130;;;010042223U;20171115;20171115;PT 000501;;;PBO en chambre;aérosouterrain;
IMB/01004/X/007F;0040;01004;01500;Ambérieu-en-Bugey;01004223M9;Rue;Alexandre Bérard;195;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000R;MonofibreZMD;;PAVILLON;RGF93;882141.83;6543931.21;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/007G;0040;01004;01500;Ambérieu-en-Bugey;01004223MA;Rue;Alexandre Bérard;197;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000R;MonofibreZMD;;PAVILLON;RGF93;882134.05;6543955.25;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/007H;0040;01004;01500;Ambérieu-en-Bugey;01004223MB;Rue;Alexandre Bérard;198;;;1;DEPLOYE;;;;;;;;;;;20171031;201711010000;FI-01004-000R;MonofibreZMD;;PAVILLON;RGF93;882057.73;6544377.55;N;3;20171130;;;010042223U;20171115;20171115;PT 000510;;;PBO en chambre;souterrain;
IMB/01004/X/007I;0040;01004;01500;Ambérieu-en-Bugey;01004223MC;Rue;Alexandre Bérard;199;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000R;MonofibreZMD;;PAVILLON;RGF93;882127.19;6543971.30;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/007J;0040;01004;01500;Ambérieu-en-Bugey;01004223ME;Rue;Alexandre Bérard;200;;;1;DEPLOYE;;;;;;;;;;;20171031;201711010000;FI-01004-000R;MonofibreZMD;;PAVILLON;RGF93;882080.78;6544385.34;N;3;20171130;;;010042223U;20171115;20171115;PT 000510;;;PBO en chambre;souterrain;
IMB/01004/X/007K;0040;01004;01500;Ambérieu-en-Bugey;01004223MG;Rue;Alexandre Bérard;201;;;4;CIBLE;;RAA INCONNU 01;69003;Lyon 03;Rue;du Dauphiné;8;;;;;201612260000;FI-01004-000R;MonofibreZMD;;IMMEUBLE;RGF93;882115.60;6544018.36;O;3;;;;010042223U;;;;;;;;
