IdentifiantImmeuble;CodeVoieRivoliImmeuble;CodeInseeImmeuble;CodePostalImmeuble;CommuneImmeuble;CodeAdresseImmeuble;TypeVoieImmeuble;NomVoieImmeuble;NumeroVoieImmeuble;ComplementNumeroVoieImmeuble;BatimentImmeuble;NombreLogementsAdresseIPE;EtatImmeuble;DateSignatureConvention;GestionnaireImmeuble;CodePostalGestionnaire;CommuneGestionnaire;TypeVoieGestionnaire;NomVoieGestionnaire;NumeroVoieGestionnaire;ComplementNumeroVoieGestionnaire;CodeAdresseGestionnaire;SiretGestionnaire;DateCablageAdresse;DateDerniereModification;ReferencePM;TypeIngenierie;FibreDedieeLibre;TypeImmeuble;TypeProjectionGeographique;CoordonneeImmeubleX;CoordonneeImmeubleY;AccordGestionnaireImmeubleNecessaire;TypeZone;DateMiseEnServiceCommercialeImmeuble;ImmeubleNeuf;DatePrevLivraisonImmeubleNeuf;CodeHexacleVoie;DateDebutAcceptationCmdAcces;DateDebutFournitureCRCmdAcces;ReferencePBO;DateMADPBO;NombrelogementsPBO;TypePBO;TypeRaccoPBPTO;ConditionsSyndic
IMB/01004/X/00ZB;0550;01004;01500;Ambérieu-en-Bugey;01004224EM;Rue;de la République;155;;;6;CIBLE;;;;;;;;;;;;201711140000;FI-01004-000B;MonofibreZMD;;IMMEUBLE;RGF93;882129.67;6543211.93;N;3;;;;010042224L;;;;;;;aérien;
IMB/01004/X/00ZC;0550;01004;01500;Ambérieu-en-Bugey;01004224EN;Rue;de la République;159;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000C;MonofibreZMD;;PAVILLON;RGF93;882116.87;6543234.02;N;3;;;;010042224L;;;;;;;;
IMB/01004/X/00ZD;0550;01004;01500;Ambérieu-en-Bugey;01004224ER;Rue;de la République;160;B;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000C;MonofibreZMD;;PAVILLON;RGF93;881998.73;6543555.76;N;3;;;;010042224L;;;;;;;;
IMB/01004/X/00ZE;0550;01004;01500;Ambérieu-en-Bugey;01004224ES;Rue;de la République;160;T;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000C;MonofibreZMD;;PAVILLON;RGF93;882024.78;6543563.53;N;3;;;;010042224L;;;;;;;;
IMB/01004/X/00ZF;0550;01004;01500;Ambérieu-en-Bugey;01004224EP;Rue;de la République;160;;;2;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000C;MonofibreZMD;;PAVILLON;RGF93;882005.59;6543539.71;N;3;;;;010042224L;;;;;;;;
IMB/01004/X/00ZG;0550;01004;01500;Ambérieu-en-Bugey;01004224EU;Rue;de la République;162;B;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000C;MonofibreZMD;;PAVILLON;RGF93;882064.73;6543562.19;N;3;;;;010042224L;;;;;;;;
IMB/01004/X/00ZH;0550;01004;01500;Ambérieu-en-Bugey;01004224EV;Rue;de la République;162;T;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000C;MonofibreZMD;;PAVILLON;RGF93;882050.97;6543588.28;N;3;;;;010042224L;;;;;;;;
IMB/01004/X/00ZI;0550;01004;01500;Ambérieu-en-Bugey;01004224ET;Rue;de la République;162;;;2;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000C;MonofibreZMD;;PAVILLON;RGF93;882042.65;6543550.39;N;3;;;;010042224L;;;;;;;;
IMB/01004/X/00ZJ;0550;01004;01500;Ambérieu-en-Bugey;01004224EX;Rue;de la République;163;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000C;MonofibreZMD;;PAVILLON;RGF93;882121.08;6543258.96;N;3;;;;010042224L;;;;;;;;
IMB/01004/X/00ZK;0550;01004;01500;Ambérieu-en-Bugey;01004224EY;Rue;de la République;164;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000C;MonofibreZMD;;PAVILLON;RGF93;882008.11;6543600.64;N;3;;;;010042224L;;;;;;;;
IMB/01004/X/00ZL;0550;01004;01500;Ambérieu-en-Bugey;;Rue;de la République;165;A;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000C;MonofibreZMD;;PAVILLON;RGF93;882084.95;6543239.29;N;3;;;;010042224L;;;;;;;;
IMB/01004/X/00ZM;0550;01004;01500;Ambérieu-en-Bugey;;Rue;de la République;165;B;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000C;MonofibreZMD;;PAVILLON;RGF93;882078.15;6543262.33;N;3;;;;010042224L;;;;;;;;
IMB/01004/X/00ZN;0550;01004;01500;Ambérieu-en-Bugey;01004224EZ;Rue;de la République;165;;;2;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000C;MonofibreZMD;;PAVILLON;RGF93;882095.09;6543257.19;N;3;;;;010042224L;;;;;;;;
IMB/01004/X/00ZO;0550;01004;01500;Ambérieu-en-Bugey;0100422AV6;Rue;de la République;166;B;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000C;MonofibreZMD;;PAVILLON;RGF93;881986.89;6543572.84;N;3;;;;010042224L;;;;;;;;
IMB/01004/X/00ZP;0550;01004;01500;Ambérieu-en-Bugey;0100422AV7;Rue;de la République;166;C;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000C;MonofibreZMD;;PAVILLON;RGF93;881977.84;6543565.93;N;3;;;;010042224L;;;;;;;;
IMB/01004/X/00ZQ;0550;01004;01500;Ambérieu-en-Bugey;01004224G2;Rue;de la République;166;;;3;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000D;MonofibreZMD;;IMMEUBLE;RGF93;881966.00;6543584.01;N;3;;;;010042224L;;;;;;;;
IMB/01004/X/00ZR;0550;01004;01500;Ambérieu-en-Bugey;01004224G3;Rue;de la République;167;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000C;MonofibreZMD;;PAVILLON;RGF93;882111.25;6543277.03;N;3;;;;010042224L;;;;;;;;
IMB/01004/X/00ZS;0550;01004;01500;Ambérieu-en-Bugey;0100422BHX;Rue;de la République;169;B;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000C;MonofibreZMD;;PAVILLON;RGF93;882068.31;6543280.40;N;3;;;;010042224L;;;;;;;;
IMB/01004/X/00ZT;0550;01004;01500;Ambérieu-en-Bugey;0100422BHY;Rue;de la République;169;T;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000C;MonofibreZMD;;PAVILLON;RGF93;882090.39;6543291.20;N;3;;;;010042224L;;;;;;;;
IMB/01004/X/00ZU;0550;01004;01500;Ambérieu-en-Bugey;01004224G4;Rue;de la République;169;;;3;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000C;MonofibreZMD;;IMMEUBLE;RGF93;882108.43;6543298.04;N;3;;;;010042224L;;;;;;;;
IMB/01004/X/00ZV;0550;01004;01500;Ambérieu-en-Bugey;01004224G6;Rue;de la République;171;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000C;MonofibreZMD;;PAVILLON;RGF93;882105.56;6543313.05;N;3;;;;010042224L;;;;;;;;
IMB/01004/X/00ZW;0550;01004;01500;Ambérieu-en-Bugey;0100422ACU;Rue;de la République;173;B;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000C;MonofibreZMD;;PAVILLON;RGF93;882060.53;6543304.44;N;3;;;;010042224L;;;;;;;;
IMB/01004/X/00ZX;0550;01004;01500;Ambérieu-en-Bugey;01004224G7;Rue;de la République;173;;;2;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000C;MonofibreZMD;;PAVILLON;RGF93;882100.67;6543325.08;N;3;;;;010042224L;;;;;;;;
IMB/01004/X/00ZY;0550;01004;01500;Ambérieu-en-Bugey;01004224G9;Rue;de la République;174;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000D;MonofibreZMD;;PAVILLON;RGF93;881924.46;6543633.33;N;3;;;;010042224L;;;;;;;;
IMB/01004/X/00ZZ;0550;01004;01500;Ambérieu-en-Bugey;01004224GA;Rue;de la République;175;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000C;MonofibreZMD;;PAVILLON;RGF93;882097.75;6543334.10;N;3;;;;010042224L;;;;;;;;
IMB/01004/X/0100;0550;01004;01500;Ambérieu-en-Bugey;01004224GB;Rue;de la République;176;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000D;MonofibreZMD;;PAVILLON;RGF93;881949.77;6543672.08;N;3;;;;010042224L;;;;;;;;
IMB/01004/X/0101;0550;01004;01500;Ambérieu-en-Bugey;;Rue;de la République;177;B;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000C;MonofibreZMD;;PAVILLON;RGF93;882053.66;6543319.49;N;3;;;;010042224L;;;;;;;;
IMB/01004/X/0102;0550;01004;01500;Ambérieu-en-Bugey;01004224GC;Rue;de la République;177;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000C;MonofibreZMD;;PAVILLON;RGF93;882095.82;6543342.11;N;3;;;;010042224L;;;;;;;;
IMB/01004/X/0103;0550;01004;01500;Ambérieu-en-Bugey;01004224GE;Rue;de la République;178;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000D;MonofibreZMD;;PAVILLON;RGF93;881937.93;6543689.16;N;3;;;;010042224L;;;;;;;;
IMB/01004/X/0105;0550;01004;01500;Ambérieu-en-Bugey;01004224GG;Rue;de la République;180;;;2;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000D;MonofibreZMD;;PAVILLON;RGF93;881897.88;6543679.52;N;3;;;;010042224L;;;;;;;;
IMB/01004/X/0106;0550;01004;01500;Ambérieu-en-Bugey;010042292V;Rue;de la République;181;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000C;MonofibreZMD;;PAVILLON;RGF93;882084.02;6543364.19;N;3;;;;010042224L;;;;;;;;
IMB/01004/X/0107;0550;01004;01500;Ambérieu-en-Bugey;01004224GH;Rue;de la République;182;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000D;MonofibreZMD;;PAVILLON;RGF93;881966.12;6543713.90;N;3;;;;010042224L;;;;;;;;
IMB/01004/X/0108;0550;01004;01500;Ambérieu-en-Bugey;01004224GI;Rue;de la République;183;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000C;MonofibreZMD;;PAVILLON;RGF93;882080.21;6543386.20;N;3;;;;010042224L;;;;;;;;
IMB/01004/X/0109;0550;01004;01500;Ambérieu-en-Bugey;0100422A4C;Rue;de la République;184;B;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000D;MonofibreZMD;;PAVILLON;RGF93;881933.29;6543731.17;N;3;;;;010042224L;;;;;;;;
IMB/01004/X/010A;0550;01004;01500;Ambérieu-en-Bugey;01004224GL;Rue;de la République;184;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000D;MonofibreZMD;;PAVILLON;RGF93;881961.42;6543748.91;N;3;;;;010042224L;;;;;;;;
IMB/01004/X/010B;0550;01004;01500;Ambérieu-en-Bugey;01004224GM;Rue;de la République;185;;;4;CIBLE;;BUGEY IMMOBILIER;01500;Ambérieu-en-Bugey;Rue;Aristide Briand;40;;;;;201601080000;FI-01004-000C;MonofibreZMD;;IMMEUBLE;RGF93;882069.40;6543407.28;O;3;;;;010042224L;;;;;;;;
IMB/01004/X/010C;0550;01004;01500;Ambérieu-en-Bugey;01004224GN;Rue;de la République;186;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000D;MonofibreZMD;;PAVILLON;RGF93;881877.11;6543703.67;N;3;;;;010042224L;;;;;;;;
IMB/01004/X/010D;0550;01004;01500;Ambérieu-en-Bugey;01004224GP;Rue;de la République;187;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000C;MonofibreZMD;;PAVILLON;RGF93;882046.43;6543408.47;N;3;;;;010042224L;;;;;;;;
IMB/01004/X/010E;0550;01004;01500;Ambérieu-en-Bugey;01004224GR;Rue;de la République;188;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000D;MonofibreZMD;;PAVILLON;RGF93;881880.25;6543720.63;N;3;;;;010042224L;;;;;;;;
IMB/01004/X/010F;0550;01004;01500;Ambérieu-en-Bugey;01004224GS;Rue;de la République;189;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000C;MonofibreZMD;;PAVILLON;RGF93;882065.57;6543427.29;N;3;;;;010042224L;;;;;;;;
IMB/01004/X/010G;0550;01004;01500;Ambérieu-en-Bugey;0100422AM2;Rue;de la République;190;B;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000D;MonofibreZMD;;PAVILLON;RGF93;881876.47;6543745.64;N;3;;;;010042224L;;;;;;;;
IMB/01004/X/010H;0550;01004;01500;Ambérieu-en-Bugey;0100422AIE;Rue;de la République;190;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000D;MonofibreZMD;;PAVILLON;RGF93;881861.38;6543733.78;N;3;;;;010042224L;;;;;;;;
IMB/01004/X/010I;0550;01004;01500;Ambérieu-en-Bugey;01004224GU;Rue;de la République;192;B;;4;CIBLE;;RAA INCONNU 01;69003;Lyon 03;Rue;du Dauphiné;8;;;;;201601080000;FI-01004-000D;MonofibreZMD;;IMMEUBLE;RGF93;881893.56;6543758.49;O;3;;;;010042224L;;;;;;;;
IMB/01004/X/010J;0550;01004;01500;Ambérieu-en-Bugey;01004224GT;Rue;de la République;192;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000D;MonofibreZMD;;PAVILLON;RGF93;881855.56;6543753.82;N;3;;;;010042224L;;;;;;;;
IMB/01004/X/010K;0550;01004;01500;Ambérieu-en-Bugey;01004224GV;Rue;de la République;193;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000C;MonofibreZMD;;PAVILLON;RGF93;882056.67;6543437.36;N;3;;;;010042224L;;;;;;;;
IMB/01004/X/010L;0550;01004;01500;Ambérieu-en-Bugey;0100422AES;Rue;de la République;194;B;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000D;MonofibreZMD;;PAVILLON;RGF93;881870.95;6543801.64;N;3;;;;010042224L;;;;;;;;
IMB/01004/X/010M;0550;01004;01500;Ambérieu-en-Bugey;;Rue;de la République;194;T;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000D;MonofibreZMD;;PAVILLON;RGF93;881898.88;6543795.41;N;3;;;;010042224L;;;;;;;;
IMB/01004/X/010N;0550;01004;01500;Ambérieu-en-Bugey;01004224GX;Rue;de la République;194;;;5;CIBLE;;RAA INCONNU 01;69003;Lyon 03;Rue;du Dauphiné;8;;;;;201601080000;FI-01004-000D;MonofibreZMD;;IMMEUBLE;RGF93;881876.81;6543785.61;O;3;;;;010042224L;;;;;;;;
IMB/01004/X/010O;0550;01004;01500;Ambérieu-en-Bugey;01004224GY;Rue;de la République;195;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000C;MonofibreZMD;;PAVILLON;RGF93;882056.75;6543447.35;N;3;;;;010042224L;;;;;;;;
IMB/01004/X/010P;0550;01004;01500;Ambérieu-en-Bugey;01004224GZ;Rue;de la République;196;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000D;MonofibreZMD;;PAVILLON;RGF93;881840.80;6543780.92;N;3;;;;010042224L;;;;;;;;
IMB/01004/X/010Q;0550;01004;01500;Ambérieu-en-Bugey;01004224H2;Rue;de la République;198;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000D;MonofibreZMD;;PAVILLON;RGF93;881829.94;6543796.00;N;3;;;;010042224L;;;;;;;;
IMB/01004/X/010R;0550;01004;01500;Ambérieu-en-Bugey;01004224H3;Rue;de la République;199;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000C;MonofibreZMD;;PAVILLON;RGF93;882045.82;6543454.44;N;3;;;;010042224L;;;;;;;;
IMB/01004/X/010S;0550;01004;01500;Ambérieu-en-Bugey;01004224H4;Rue;de la République;201;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000C;MonofibreZMD;;PAVILLON;RGF93;882039.98;6543472.47;N;3;;;;010042224L;;;;;;;;
IMB/01004/X/010T;0550;01004;01500;Ambérieu-en-Bugey;01004224H6;Rue;de la République;203;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000C;MonofibreZMD;;PAVILLON;RGF93;882037.05;6543479.49;N;3;;;;010042224L;;;;;;;;
IMB/01004/X/010U;0550;01004;01500;Ambérieu-en-Bugey;01004224H7;Rue;de la République;204;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000D;MonofibreZMD;;PAVILLON;RGF93;881791.33;6543837.30;N;3;;;;010042224L;;;;;;;;
IMB/01004/X/010V;0550;01004;01500;Ambérieu-en-Bugey;01004224H9;Rue;de la République;205;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000C;MonofibreZMD;;PAVILLON;RGF93;882031.08;6543482.54;N;3;;;;010042224L;;;;;;;;
IMB/01004/X/010W;0550;01004;01500;Ambérieu-en-Bugey;01004229RI;Rue;de la République;206;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000D;MonofibreZMD;;PAVILLON;RGF93;881792.42;6543848.28;N;3;;;;010042224L;;;;;;;;
IMB/01004/X/010X;0550;01004;01500;Ambérieu-en-Bugey;01004224HA;Rue;de la République;208;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000D;MonofibreZMD;;PAVILLON;RGF93;881780.60;6543868.36;N;3;;;;010042224L;;;;;;;;
IMB/01004/X/010Y;0550;01004;01500;Ambérieu-en-Bugey;01004224HB;Rue;de la République;209;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000C;MonofibreZMD;;PAVILLON;RGF93;881998.27;6543501.81;N;3;;;;010042224L;;;;;;;;
